__time,/RMSE/data.0,/RMSE/data.1,/RMSE/layout/data_offset
1669126606.486162,0.085874,0.221714,0.000000
1669126606.686258,0.091496,0.222260,0.000000
1669126606.886128,0.091990,0.225304,0.000000
1669126607.086272,0.093800,0.229765,0.000000
1669126607.286313,0.097362,0.235505,0.000000
1669126607.486131,0.102568,0.239551,0.000000
1669126607.686278,0.109689,0.239958,0.000000
1669126607.886285,0.117394,0.242794,0.000000
1669126608.086668,0.128409,0.248945,0.000000
1669126608.286105,0.127163,0.249080,0.000000
1669126608.486302,0.105217,0.249621,0.000000
1669126608.686137,0.098897,0.233527,0.000000
1669126608.886351,0.106149,0.244926,0.000000
1669126609.086236,0.112857,0.249515,0.000000
1669126609.286347,0.121782,0.249842,0.000000
1669126609.487129,0.131803,0.249352,0.000000
1669126609.686248,0.133792,0.249854,0.000000
1669126609.886285,0.135133,0.249958,0.000000
1669126610.086294,0.136954,0.249992,0.000000
1669126610.286223,0.139769,0.249919,0.000000
1669126610.486149,0.140590,0.249477,0.000000
1669126610.686316,0.143464,0.249350,0.000000
1669126610.886275,0.157888,0.268207,0.000000
1669126611.086284,0.164558,0.273020,0.000000
1669126611.286271,0.169820,0.279986,0.000000
1669126611.486207,0.164699,0.279027,0.000000
1669126611.686362,0.176518,0.293496,0.000000
1669126611.886210,0.187665,0.309205,0.000000
1669126612.086076,0.197399,0.322191,0.000000
1669126612.286298,0.194906,0.322404,0.000000
1669126612.486151,0.207462,0.331316,0.000000
1669126612.686300,0.210485,0.343717,0.000000
1669126612.886317,0.220062,0.354309,0.000000
1669126613.086213,0.223315,0.361633,0.000000
1669126613.286541,0.228386,0.367342,0.000000
1669126613.486662,0.232383,0.374061,0.000000
1669126613.686346,0.236485,0.381685,0.000000
1669126613.886870,0.242722,0.387083,0.000000
1669126614.087075,0.250290,0.393701,0.000000
1669126614.286305,0.255547,0.401590,0.000000
1669126614.486363,0.258959,0.405903,0.000000
1669126614.686337,0.264520,0.411394,0.000000
1669126614.886274,0.270701,0.418132,0.000000
1669126615.086262,0.276131,0.424336,0.000000
1669126615.286650,0.281680,0.432690,0.000000
1669126615.486276,0.284995,0.436971,0.000000
1669126615.686287,0.290244,0.441774,0.000000
1669126615.886430,0.293123,0.449418,0.000000
1669126616.086114,0.301355,0.455099,0.000000
1669126616.286700,0.307313,0.463199,0.000000
1669126616.486217,0.312287,0.469545,0.000000
1669126616.686462,0.322393,0.471111,0.000000
1669126616.887106,0.324185,0.478470,0.000000
1669126617.086144,0.327499,0.484228,0.000000
1669126617.287066,0.326723,0.489573,0.000000
1669126617.486168,0.335439,0.496249,0.000000
1669126617.687111,0.345080,0.497262,0.000000
1669126617.886293,0.348985,0.500842,0.000000
1669126618.086602,0.351144,0.500696,0.000000
1669126618.287143,0.353182,0.500689,0.000000
1669126618.486661,0.357374,0.500691,0.000000
1669126618.686364,0.355685,0.500779,0.000000
1669126618.886319,0.358760,0.500742,0.000000
1669126619.086810,0.358760,0.500742,0.000000
1669126619.286333,0.361646,0.511757,0.000000
1669126619.486378,0.368111,0.511873,0.000000
1669126619.686368,0.366968,0.522527,0.000000
1669126619.886557,0.376209,0.531786,0.000000
1669126620.086415,0.377921,0.536080,0.000000
1669126620.286178,0.381060,0.539674,0.000000
1669126620.486214,0.386477,0.540313,0.000000
1669126620.686895,0.386477,0.540313,0.000000
1669126620.886243,0.405761,0.546688,0.000000
1669126621.086517,0.403917,0.558162,0.000000
1669126621.286300,0.404759,0.558076,0.000000
1669126621.486670,0.408519,0.556757,0.000000
1669126621.686253,0.412121,0.556530,0.000000
1669126621.886417,0.414933,0.556511,0.000000
1669126622.086368,0.415653,0.556553,0.000000
1669126622.286067,0.423615,0.562372,0.000000
1669126622.486409,0.431801,0.569164,0.000000
1669126622.686511,0.431737,0.569182,0.000000
1669126622.886296,0.437323,0.574442,0.000000
1669126623.087341,0.442561,0.580072,0.000000
1669126623.286760,0.442561,0.580072,0.000000
1669126623.488023,0.451798,0.000000,0.000000
1669126623.686516,0.448805,0.000000,0.000000
1669126623.886924,0.448805,0.000000,0.000000
1669126624.086302,0.455385,0.000000,0.000000
1669126624.286787,0.458470,0.000000,0.000000
1669126624.486742,0.458470,0.000000,0.000000
1669126624.686122,0.466638,0.000000,0.000000
1669126624.886498,0.464329,0.000000,0.000000
1669126625.086421,0.468342,0.000000,0.000000
1669126625.286453,0.467359,0.000000,0.000000
1669126625.487075,0.467818,0.000000,0.000000
1669126625.686280,0.467239,0.000000,0.000000
1669126625.886602,0.470557,0.000000,0.000000
1669126626.086700,0.475770,0.000000,0.000000
1669126626.287081,0.475146,0.000000,0.000000
1669126626.486162,0.479336,0.000000,0.000000
1669126626.687038,0.481777,0.000000,0.000000
1669126626.886177,0.484436,0.000000,0.000000
1669126627.086325,0.480976,0.000000,0.000000
1669126627.286768,0.480976,0.000000,0.000000
1669126627.486279,0.487974,0.000000,0.000000
1669126627.686602,0.489510,0.000000,0.000000
1669126627.886347,0.490361,0.689314,0.000000
1669126628.086966,0.490361,0.689314,0.000000
1669126628.286173,0.491972,0.696428,0.000000
1669126628.486946,0.491972,0.696428,0.000000
1669126628.686283,0.489587,0.702051,0.000000
1669126628.887162,0.490338,0.704721,0.000000
1669126629.086422,0.490338,0.704721,0.000000
1669126629.286356,0.490849,0.709487,0.000000
1669126629.486849,0.489610,0.713396,0.000000
1669126629.686106,0.486588,0.720591,0.000000
1669126629.886926,0.492856,0.724794,0.000000
1669126630.086267,0.485873,0.725781,0.000000
1669126630.287089,0.480817,0.728017,0.000000
1669126630.486746,0.479458,0.729837,0.000000
1669126630.686264,0.479576,0.732548,0.000000
1669126630.887097,0.478616,0.735848,0.000000
1669126631.086956,0.479549,0.738739,0.000000
1669126631.287105,0.476609,0.737120,0.000000
1669126631.487204,0.478031,0.737145,0.000000
1669126631.686202,0.473648,0.737088,0.000000
1669126631.886936,0.473648,0.737088,0.000000
1669126632.086491,0.463884,0.743077,0.000000
1669126632.286391,0.463884,0.743077,0.000000
1669126632.486467,0.468225,0.753148,0.000000
1669126632.686988,0.469028,0.753222,0.000000
1669126632.886270,0.461416,0.753187,0.000000
1669126633.086826,0.470667,0.761951,0.000000
1669126633.286518,0.470667,0.761951,0.000000
1669126633.486801,0.472918,0.768571,0.000000
1669126633.686076,0.470630,0.780674,0.000000
1669126633.886665,0.472341,0.787324,0.000000
1669126634.086076,0.472626,0.793709,0.000000
1669126634.286372,0.471031,0.796568,0.000000
1669126634.486031,0.470499,0.799720,0.000000
1669126634.686430,0.465712,0.806197,0.000000
1669126634.886640,0.464383,0.807904,0.000000
1669126635.086650,0.463546,0.809988,0.000000
1669126635.287103,0.461665,0.815835,0.000000
1669126635.486164,0.462161,0.821484,0.000000
1669126635.686792,0.462161,0.821484,0.000000
1669126635.886219,0.462917,0.824167,0.000000
1669126636.087037,0.460937,0.826672,0.000000
1669126636.286217,0.460937,0.826672,0.000000
1669126636.486829,0.458068,0.830299,0.000000
1669126636.686942,0.456896,0.833998,0.000000
1669126636.886338,0.454404,0.844511,0.000000
1669126637.086562,0.453378,0.849760,0.000000
1669126637.286207,0.443998,0.851365,0.000000
1669126637.486980,0.443998,0.851365,0.000000
1669126637.686406,0.445645,0.855056,0.000000
1669126637.886168,0.448070,0.862370,0.000000
1669126638.086905,0.448070,0.862370,0.000000
1669126638.286257,0.446280,0.866604,0.000000
1669126638.486439,0.447343,0.871586,0.000000
1669126638.686208,0.444952,0.875508,0.000000
1669126638.886705,0.443026,0.879378,0.000000
1669126639.086035,0.439857,0.883096,0.000000
1669126639.286648,0.440822,0.886830,0.000000
1669126639.486069,0.438620,0.891947,0.000000
1669126639.686646,0.439416,0.895529,0.000000
1669126639.886046,0.437353,0.901569,0.000000
1669126640.086660,0.438122,0.908186,0.000000
1669126640.286052,0.437843,0.913349,0.000000
1669126640.486928,0.437843,0.913349,0.000000
1669126640.686709,0.439817,0.917635,0.000000
1669126640.886848,0.439833,0.921800,0.000000
1669126641.086769,0.439886,0.926567,0.000000
1669126641.286312,0.439447,0.930300,0.000000
1669126641.486808,0.438689,0.934895,0.000000
1669126641.686182,0.439933,0.939385,0.000000
1669126641.886937,0.439933,0.939385,0.000000
1669126642.086136,0.428233,0.928338,0.000000
1669126642.286924,0.428233,0.928338,0.000000
1669126642.486350,0.431511,0.928332,0.000000
1669126642.686694,0.433872,0.928394,0.000000
1669126642.886318,0.426583,0.934209,0.000000
1669126643.086953,0.426583,0.934209,0.000000
1669126643.286225,0.420917,0.939204,0.000000
1669126643.486627,0.423587,0.938347,0.000000
1669126643.686034,0.422764,0.938106,0.000000
1669126643.886949,0.422764,0.938106,0.000000
1669126644.086006,0.418731,0.938666,0.000000
1669126644.286672,0.418338,0.938159,0.000000
1669126644.486020,0.413345,0.940021,0.000000
1669126644.686728,0.413345,0.940021,0.000000
1669126644.886493,0.412273,0.940534,0.000000
1669126645.086097,0.407945,0.940782,0.000000
1669126645.286860,0.407945,0.940782,0.000000
1669126645.486761,0.407574,0.940824,0.000000
1669126645.686579,0.407981,0.940975,0.000000
1669126645.886047,0.404774,0.940829,0.000000
1669126646.086662,0.402007,0.940857,0.000000
1669126646.286014,0.401925,0.940674,0.000000
1669126646.486744,0.401925,0.940674,0.000000
1669126646.686402,0.401921,0.941067,0.000000
1669126646.886930,0.403166,0.941295,0.000000
1669126647.086376,0.405461,0.942212,0.000000
1669126647.286706,0.422908,0.938887,0.000000
1669126647.486359,0.405534,0.939874,0.000000
1669126647.686750,0.403977,0.941780,0.000000
1669126647.886078,0.399963,0.943948,0.000000
1669126648.086442,0.402172,0.945311,0.000000
1669126648.286939,0.402172,0.945311,0.000000
1669126648.486315,0.402896,0.946889,0.000000
1669126648.686199,0.403562,0.948119,0.000000
1669126648.886793,0.404282,0.949162,0.000000
1669126649.086226,0.407611,0.951218,0.000000
1669126649.286847,0.408109,0.952381,0.000000
1669126649.486895,0.408109,0.952381,0.000000
1669126649.686340,0.411150,0.955819,0.000000
1669126649.886786,0.410913,0.958225,0.000000
1669126650.086792,0.415695,0.961224,0.000000
1669126650.286293,0.417278,0.964107,0.000000
1669126650.486563,0.420465,0.966872,0.000000
1669126650.686274,0.422131,0.969815,0.000000
1669126650.886550,0.421436,0.973635,0.000000
1669126651.086220,0.435547,0.974382,0.000000
1669126651.286913,0.433293,0.977225,0.000000
1669126651.486331,0.434730,0.979970,0.000000
1669126651.686438,0.440930,0.981716,0.000000
1669126651.886189,0.449561,0.982194,0.000000
1669126652.086493,0.448680,0.984656,0.000000
1669126652.286369,0.456434,0.984977,0.000000
1669126652.486544,0.459596,0.985038,0.000000
1669126652.686261,0.464802,0.985063,0.000000
1669126652.886375,0.468790,0.985061,0.000000
1669126653.086200,0.470733,0.985070,0.000000
1669126653.286261,0.472015,0.992015,0.000000
1669126653.486763,0.473481,0.995833,0.000000
1669126653.686291,0.472573,0.998082,0.000000
1669126653.886397,0.479529,0.997665,0.000000
1669126654.086118,0.487450,0.997559,0.000000
1669126654.286286,0.477818,1.005793,0.000000
1669126654.486267,0.489016,1.005992,0.000000
1669126654.686362,0.494326,1.006012,0.000000
1669126654.886732,0.499241,1.006055,0.000000
1669126655.086287,0.505827,1.008222,0.000000
1669126655.286897,0.507024,1.013306,0.000000
1669126655.486299,0.509909,1.013736,0.000000
1669126655.686790,0.515669,1.014784,0.000000
1669126655.886273,0.520573,1.016915,0.000000
1669126656.086398,0.521756,1.017987,0.000000
1669126656.286750,0.517122,1.022747,0.000000
1669126656.486139,0.526092,1.024299,0.000000
1669126656.686297,0.528081,1.024609,0.000000
1669126656.886292,0.532050,1.024615,0.000000
1669126657.086285,0.534899,1.030572,0.000000
1669126657.286313,0.541239,1.033616,0.000000
1669126657.486318,0.545098,1.037586,0.000000
1669126657.686226,0.548060,1.039274,0.000000
1669126657.886749,0.549420,1.042711,0.000000
1669126658.086352,0.551409,1.044853,0.000000
1669126658.286263,0.554281,1.046303,0.000000
1669126658.486352,0.558323,1.047790,0.000000
1669126658.686312,0.559695,1.051708,0.000000
1669126658.886236,0.568042,1.053370,0.000000
1669126659.086879,0.568042,1.053370,0.000000
1669126659.286345,0.569659,1.058565,0.000000
1669126659.486660,0.572169,1.060212,0.000000
1669126659.686229,0.580333,1.062411,0.000000
1669126659.886314,0.581465,1.064424,0.000000
1669126660.086407,0.583053,1.066462,0.000000
1669126660.286355,0.584896,1.068636,0.000000
1669126660.486453,0.588080,1.072766,0.000000
1669126660.686384,0.590263,1.074661,0.000000
1669126660.886171,0.597122,1.076811,0.000000
1669126661.086313,0.597896,1.079696,0.000000
1669126661.286304,0.608445,1.080360,0.000000
1669126661.486329,0.604149,1.082836,0.000000
1669126661.686368,0.608082,1.088306,0.000000
1669126661.886274,0.612483,1.090530,0.000000
1669126662.086349,0.613357,1.094384,0.000000
1669126662.286277,0.614061,1.098041,0.000000
1669126662.486884,0.614061,1.098041,0.000000
1669126662.686266,0.622027,1.104266,0.000000
1669126662.886931,0.622027,1.104266,0.000000
1669126663.086128,0.618459,1.110955,0.000000
1669126663.286137,0.634422,1.111918,0.000000
1669126663.486103,0.632857,1.115307,0.000000
1669126663.686362,0.638916,1.115720,0.000000
1669126663.886155,0.645545,1.115831,0.000000
1669126664.086897,0.646160,1.115894,0.000000
1669126664.286363,0.651682,1.115919,0.000000
1669126664.486306,0.635376,0.000000,0.000000
1669126664.686330,0.646527,0.000000,0.000000
1669126664.886299,0.620246,0.000000,0.000000
1669126665.086349,0.642267,0.000000,0.000000
1669126665.286260,0.651335,0.000000,0.000000
1669126665.486252,0.644102,0.000000,0.000000
1669126665.686318,0.647018,0.000000,0.000000
1669126665.886248,0.657306,0.000000,0.000000
1669126666.086180,0.634085,0.000000,0.000000
1669126666.286257,0.646456,0.000000,0.000000
1669126666.486140,0.651798,0.000000,0.000000
1669126666.686308,0.659485,0.000000,0.000000
1669126666.886194,0.672066,0.000000,0.000000
1669126667.086917,0.672500,0.000000,0.000000
1669126667.286323,0.671141,0.000000,0.000000
1669126667.486063,0.672563,0.000000,0.000000
1669126667.686455,0.673396,0.000000,0.000000
1669126667.886295,0.675942,0.000000,0.000000
1669126668.086177,0.678616,0.000000,0.000000
1669126668.286944,0.678616,0.000000,0.000000
1669126668.486207,0.678275,0.000000,0.000000
1669126668.686681,0.679994,0.000000,0.000000
1669126668.886258,0.682016,0.000000,0.000000
1669126669.086276,0.682316,0.000000,0.000000
1669126669.286304,0.682152,0.000000,0.000000
1669126669.486384,0.681830,0.000000,0.000000
1669126669.686299,0.680688,0.000000,0.000000
1669126669.886279,0.681222,0.000000,0.000000
1669126670.086348,0.681417,0.000000,0.000000
1669126670.286294,0.679894,0.000000,0.000000
1669126670.486252,0.678654,0.000000,0.000000
1669126670.686339,0.679871,0.000000,0.000000
1669126670.886350,0.681471,0.000000,0.000000
1669126671.086237,0.681225,0.000000,0.000000
1669126671.286263,0.681704,0.000000,0.000000
1669126671.486304,0.676118,0.000000,0.000000
1669126671.686251,0.675868,0.000000,0.000000
1669126671.886272,0.678183,0.000000,0.000000
1669126672.086510,0.679078,0.000000,0.000000
1669126672.287071,0.677092,1.192082,0.000000
1669126672.486270,0.675391,1.194420,0.000000
1669126672.686267,0.674689,1.195987,0.000000
1669126672.886272,0.672182,1.197610,0.000000
1669126673.086729,0.671021,1.200295,0.000000
1669126673.286652,0.668285,1.203528,0.000000
1669126673.486160,0.666676,1.206815,0.000000
1669126673.686339,0.666586,1.208882,0.000000
1669126673.887041,0.667811,1.212946,0.000000
1669126674.086526,0.664859,1.216435,0.000000
1669126674.286270,0.666087,1.218833,0.000000
1669126674.486419,0.667157,1.220467,0.000000
1669126674.686268,0.665110,1.223182,0.000000
1669126674.886370,0.660658,1.226783,0.000000
1669126675.086386,0.658914,1.229078,0.000000
1669126675.286300,0.656778,1.231690,0.000000
1669126675.486297,0.653614,1.235033,0.000000
1669126675.686289,0.658662,1.238198,0.000000
1669126675.886301,0.662532,1.238489,0.000000
1669126676.086224,0.661997,1.238575,0.000000
1669126676.286315,0.656049,1.243070,0.000000
1669126676.486877,0.656049,1.243070,0.000000
1669126676.686226,0.650471,1.244239,0.000000
1669126676.886323,0.651547,1.244165,0.000000
1669126677.086637,0.650289,1.244169,0.000000
1669126677.286039,0.647920,1.244175,0.000000
1669126677.486623,0.646558,1.244169,0.000000
1669126677.686044,0.653430,1.250473,0.000000
1669126677.886308,0.651915,1.255050,0.000000
1669126678.086304,0.648589,1.258928,0.000000
1669126678.287082,0.649849,1.263095,0.000000
1669126678.486384,0.649849,1.263095,0.000000
1669126678.686300,0.637851,1.268592,0.000000
1669126678.886286,0.638854,1.272709,0.000000
1669126679.086762,0.638854,1.272709,0.000000
1669126679.286303,0.635118,1.282461,0.000000
1669126679.487159,0.631371,1.286146,0.000000
1669126679.686292,0.630167,1.288250,0.000000
1669126679.886093,0.625856,1.291599,0.000000
1669126680.086504,0.622958,1.295246,0.000000
1669126680.286108,0.624784,1.297817,0.000000
1669126680.486325,0.620183,1.300909,0.000000
1669126680.687011,0.619089,1.303704,0.000000
1669126680.886216,0.618407,1.306558,0.000000
1669126681.086637,0.616081,1.309255,0.000000
1669126681.286238,0.612715,1.312186,0.000000
1669126681.487061,0.610066,1.317269,0.000000
1669126681.686175,0.611497,1.319697,0.000000
1669126681.887021,0.608746,1.321810,0.000000
1669126682.086153,0.602378,1.329541,0.000000
1669126682.286444,0.605998,1.332343,0.000000
1669126682.487173,0.606163,1.334888,0.000000
1669126682.689636,0.603963,1.336950,0.000000
1669126682.886331,0.604335,1.339062,0.000000
1669126683.087355,0.604335,1.339062,0.000000
1669126683.286668,0.603424,1.341558,0.000000
1669126683.486292,0.595731,1.349130,0.000000
1669126683.686302,0.597033,1.352977,0.000000
1669126683.886959,0.597033,1.352977,0.000000
1669126684.086225,0.594624,1.358638,0.000000
1669126684.286303,0.593952,1.361886,0.000000
1669126684.487144,0.595469,1.365100,0.000000
1669126684.686250,0.590740,1.367278,0.000000
1669126684.886229,0.590251,1.369529,0.000000
1669126685.086171,0.587422,1.373520,0.000000
1669126685.287124,0.591600,1.375921,0.000000
1669126685.486349,0.584683,1.380023,0.000000
1669126685.686895,0.584683,1.380023,0.000000
1669126685.886258,0.589190,1.385507,0.000000
1669126686.087069,0.590175,1.388287,0.000000
1669126686.286911,0.590175,1.388287,0.000000
1669126686.486178,0.590632,1.395214,0.000000
1669126686.691602,0.592605,1.395298,0.000000
1669126686.886430,0.592605,1.395298,0.000000
1669126687.086264,0.595660,1.399945,0.000000
1669126687.287287,0.595660,1.399945,0.000000
1669126687.486425,0.587925,1.404166,0.000000
1669126687.686270,0.594114,1.407536,0.000000
1669126687.886302,0.582107,1.420158,0.000000
1669126688.086899,0.582107,1.420158,0.000000
1669126688.286170,0.595411,1.424040,0.000000
1669126688.486757,0.595031,1.425010,0.000000
1669126688.686079,0.596618,1.426294,0.000000
1669126688.886089,0.596028,1.427164,0.000000
1669126689.086944,0.596028,1.427164,0.000000
1669126689.286074,0.595728,1.431092,0.000000
1669126689.486180,0.594743,1.433857,0.000000
1669126689.686555,0.595460,1.435411,0.000000
1669126689.886135,0.596134,1.435791,0.000000
1669126690.086443,0.596373,1.436259,0.000000
1669126690.287037,0.594418,1.438296,0.000000
1669126690.486646,0.594604,1.440110,0.000000
1669126690.686096,0.593376,1.441566,0.000000
1669126690.887231,0.596011,1.443070,0.000000
1669126691.086977,0.597959,1.444364,0.000000
1669126691.286179,0.598493,1.446262,0.000000
1669126691.487178,0.598493,1.446262,0.000000
1669126691.686151,0.601025,1.449884,0.000000
1669126691.886636,0.601025,1.449884,0.000000
1669126692.086413,0.602922,1.451673,0.000000
1669126692.286933,0.603391,1.453278,0.000000
1669126692.486229,0.605632,1.455009,0.000000
1669126692.686418,0.604714,1.456477,0.000000
1669126692.886385,0.607813,1.459386,0.000000
1669126693.087092,0.607751,1.460753,0.000000
1669126693.286669,0.607751,1.460753,0.000000
1669126693.486300,0.611473,1.462882,0.000000
1669126693.686068,0.615583,1.466970,0.000000
1669126693.886593,0.616607,1.469192,0.000000
1669126694.086875,0.616607,1.469192,0.000000
1669126694.286249,0.623423,1.470023,0.000000
1669126694.486526,0.627681,1.472277,0.000000
1669126694.687104,0.628622,1.474851,0.000000
1669126694.886156,0.631035,1.478125,0.000000
1669126695.086823,0.635270,1.480925,0.000000
1669126695.286230,0.635563,1.484061,0.000000
1669126695.486757,0.635563,1.484061,0.000000
1669126695.686027,0.636943,1.491335,0.000000
1669126695.886098,0.645911,1.491594,0.000000
1669126696.086239,0.647049,1.493134,0.000000
1669126696.286878,0.647049,1.493134,0.000000
1669126696.486324,0.650926,1.495433,0.000000
1669126696.686078,0.659322,1.500323,0.000000
1669126696.886524,0.665615,1.500608,0.000000
