__time,/RMSE/data.0,/RMSE/data.1,/RMSE/layout/data_offset
1670411907.731797,0.142292,0.111895,0.000000
1670411907.931769,0.141096,0.110341,0.000000
1670411908.131783,0.140874,0.109345,0.000000
1670411908.331997,0.140874,0.109345,0.000000
1670411908.531781,0.137830,0.108639,0.000000
1670411908.732216,0.137830,0.108639,0.000000
1670411908.932415,0.137830,0.108639,0.000000
1670411909.132217,0.137830,0.108639,0.000000
1670411909.332371,0.137830,0.108639,0.000000
1670411909.531724,0.141074,0.129782,0.000000
1670411909.731783,0.139619,0.130969,0.000000
1670411909.931763,0.136726,0.131001,0.000000
1670411910.131756,0.136219,0.130597,0.000000
1670411910.331932,0.134141,0.130979,0.000000
1670411910.531809,0.133491,0.131522,0.000000
1670411910.731929,0.130552,0.132435,0.000000
1670411910.931965,0.130552,0.132435,0.000000
1670411911.131897,0.127967,0.133718,0.000000
1670411911.331938,0.128196,0.134312,0.000000
1670411911.531937,0.125871,0.134039,0.000000
1670411911.731913,0.125115,0.136550,0.000000
1670411911.931896,0.122790,0.135010,0.000000
1670411912.131910,0.120657,0.136280,0.000000
1670411912.331904,0.122307,0.136920,0.000000
1670411912.531896,0.120477,0.137259,0.000000
1670411912.731891,0.119012,0.137397,0.000000
1670411912.931906,0.118303,0.137397,0.000000
1670411913.131985,0.117018,0.137419,0.000000
1670411913.331931,0.116630,0.137390,0.000000
1670411913.531911,0.120710,0.141986,0.000000
1670411913.732111,0.120243,0.141999,0.000000
1670411913.932136,0.120243,0.141999,0.000000
1670411914.131911,0.118793,0.142021,0.000000
1670411914.331914,0.118154,0.142031,0.000000
1670411914.532159,0.115477,0.142163,0.000000
1670411914.731899,0.114282,0.142147,0.000000
1670411914.932194,0.114282,0.142147,0.000000
1670411915.131909,0.111225,0.142177,0.000000
1670411915.332163,0.108717,0.142157,0.000000
1670411915.532020,0.106487,0.142335,0.000000
1670411915.732091,0.104165,0.142204,0.000000
1670411915.932034,0.102953,0.142309,0.000000
1670411916.132149,0.099036,0.153615,0.000000
1670411916.331963,0.101452,0.163167,0.000000
1670411916.531940,0.103925,0.170975,0.000000
1670411916.732303,0.105699,0.175041,0.000000
1670411916.931977,0.106473,0.182141,0.000000
1670411917.132036,0.110008,0.184455,0.000000
1670411917.331982,0.109982,0.188792,0.000000
1670411917.532179,0.110548,0.191855,0.000000
1670411917.732372,0.111922,0.196779,0.000000
1670411917.931961,0.112537,0.201152,0.000000
1670411918.131874,0.115747,0.202753,0.000000
1670411918.331746,0.117859,0.204046,0.000000
1670411918.531793,0.120908,0.203949,0.000000
1670411918.732251,0.120986,0.204552,0.000000
1670411918.932090,0.122298,0.203650,0.000000
1670411919.132020,0.122218,0.205695,0.000000
1670411919.331791,0.122880,0.206337,0.000000
1670411919.531951,0.122842,0.207476,0.000000
1670411919.731923,0.121900,0.209256,0.000000
1670411919.931859,0.124946,0.209732,0.000000
1670411920.131835,0.124261,0.211401,0.000000
1670411920.331846,0.125198,0.212515,0.000000
1670411920.532059,0.125212,0.214700,0.000000
1670411920.732040,0.125212,0.214700,0.000000
1670411920.931953,0.128332,0.216055,0.000000
1670411921.131919,0.130392,0.217641,0.000000
1670411921.331934,0.131585,0.219226,0.000000
1670411921.532058,0.134476,0.221732,0.000000
1670411921.732203,0.135962,0.223463,0.000000
1670411921.932024,0.136763,0.223815,0.000000
1670411922.132638,0.138837,0.222555,0.000000
1670411922.331785,0.140675,0.223002,0.000000
1670411922.532550,0.146689,0.223530,0.000000
1670411922.731991,0.140351,0.223328,0.000000
1670411922.932914,0.148345,0.223854,0.000000
1670411923.131763,0.146572,0.227427,0.000000
1670411923.331851,0.154719,0.228357,0.000000
1670411923.531827,0.157534,0.228653,0.000000
1670411923.731769,0.162184,0.228678,0.000000
1670411923.932064,0.166241,0.228963,0.000000
1670411924.131831,0.165797,0.229043,0.000000
1670411924.331831,0.167175,0.229023,0.000000
1670411924.532130,0.170306,0.228990,0.000000
1670411924.731918,0.170346,0.229058,0.000000
1670411924.932333,0.171893,0.229047,0.000000
1670411925.133012,0.174139,0.229034,0.000000
1670411925.331934,0.176323,0.229109,0.000000
1670411925.532839,0.177893,0.229049,0.000000
1670411925.731956,0.178603,0.229054,0.000000
1670411925.932516,0.180623,0.229037,0.000000
1670411926.131944,0.180723,0.229068,0.000000
1670411926.332993,0.185771,0.228996,0.000000
1670411926.532059,0.186997,0.228931,0.000000
1670411926.732044,0.188797,0.228951,0.000000
1670411926.931766,0.190668,0.228965,0.000000
1670411927.132318,0.191376,0.228975,0.000000
1670411927.331835,0.195062,0.228962,0.000000
1670411927.531819,0.195929,0.229012,0.000000
1670411927.731938,0.204228,0.237569,0.000000
1670411927.932457,0.210530,0.246952,0.000000
1670411928.132287,0.213511,0.251415,0.000000
1670411928.331801,0.210627,0.252316,0.000000
1670411928.532555,0.210821,0.252463,0.000000
1670411928.736494,0.216334,0.258062,0.000000
1670411928.931780,0.220365,0.261044,0.000000
1670411929.131973,0.224927,0.262916,0.000000
1670411929.332935,0.224913,0.265806,0.000000
1670411929.531830,0.225754,0.268010,0.000000
1670411929.731927,0.226502,0.270932,0.000000
1670411929.931866,0.228824,0.274233,0.000000
1670411930.133309,0.232093,0.276178,0.000000
1670411930.331882,0.234550,0.278044,0.000000
1670411930.536461,0.236654,0.279900,0.000000
1670411930.732043,0.239152,0.281571,0.000000
1670411930.932422,0.240315,0.282842,0.000000
1670411931.131780,0.242297,0.283605,0.000000
1670411931.331889,0.246616,0.284872,0.000000
1670411931.531966,0.248602,0.286436,0.000000
1670411931.731792,0.249975,0.287656,0.000000
1670411931.936341,0.250304,0.288693,0.000000
1670411932.139640,0.253170,0.289681,0.000000
1670411932.331661,0.255823,0.290885,0.000000
1670411932.544029,0.258109,0.292721,0.000000
1670411932.731836,0.259166,0.294125,0.000000
1670411932.932534,0.260594,0.293926,0.000000
1670411933.131698,0.262129,0.294479,0.000000
1670411933.331825,0.259725,0.295579,0.000000
1670411933.531667,0.259431,0.296563,0.000000
1670411933.733684,0.261297,0.297598,0.000000
1670411933.931674,0.267303,0.298020,0.000000
1670411934.134173,0.269174,0.298157,0.000000
1670411934.331744,0.274370,0.298140,0.000000
1670411934.531811,0.274492,0.298239,0.000000
1670411934.731679,0.275859,0.298249,0.000000
1670411934.932370,0.275859,0.298249,0.000000
1670411935.132714,0.277802,0.298293,0.000000
1670411935.331676,0.278698,0.298298,0.000000
1670411935.532011,0.278698,0.298298,0.000000
1670411935.731829,0.280049,0.298293,0.000000
1670411935.931838,0.280188,0.298318,0.000000
1670411936.132601,0.282065,0.298297,0.000000
1670411936.332215,0.281842,0.298335,0.000000
1670411936.531913,0.283866,0.298303,0.000000
1670411936.732135,0.283866,0.298303,0.000000
1670411936.931940,0.285011,0.298322,0.000000
1670411937.131885,0.286740,0.298309,0.000000
1670411937.332625,0.285177,0.298387,0.000000
1670411937.531913,0.287551,0.298325,0.000000
1670411937.732388,0.286982,0.298369,0.000000
1670411937.931876,0.286680,0.298374,0.000000
1670411938.132573,0.286142,0.298401,0.000000
1670411938.331866,0.286829,0.298386,0.000000
1670411938.532100,0.286725,0.298395,0.000000
1670411938.731897,0.287064,0.298392,0.000000
1670411938.932351,0.286162,0.298433,0.000000
1670411939.132017,0.287094,0.298403,0.000000
1670411939.331948,0.286635,0.298425,0.000000
1670411939.532112,0.287454,0.298399,0.000000
1670411939.731899,0.289437,0.298355,0.000000
1670411939.932427,0.290345,0.298367,0.000000
1670411940.131927,0.288640,0.298446,0.000000
1670411940.331893,0.288641,0.298444,0.000000
1670411940.531969,0.287175,0.298456,0.000000
1670411940.731825,0.287438,0.298427,0.000000
1670411940.931843,0.287739,0.298411,0.000000
1670411941.131869,0.291603,0.314275,0.000000
1670411941.331971,0.293209,0.315386,0.000000
1670411941.531829,0.292413,0.315430,0.000000
1670411941.731829,0.291962,0.315419,0.000000
1670411941.931833,0.297128,0.328698,0.000000
1670411942.131871,0.299676,0.337511,0.000000
1670411942.332369,0.298920,0.339025,0.000000
1670411942.531919,0.303388,0.347406,0.000000
1670411942.731910,0.305855,0.353401,0.000000
1670411942.931925,0.306569,0.358366,0.000000
1670411943.131802,0.306926,0.362517,0.000000
1670411943.331935,0.308631,0.366617,0.000000
1670411943.531897,0.310014,0.370630,0.000000
1670411943.732282,0.311141,0.372930,0.000000
1670411943.931896,0.309757,0.376481,0.000000
1670411944.132094,0.311455,0.379319,0.000000
1670411944.332157,0.311852,0.382496,0.000000
1670411944.531982,0.311852,0.382496,0.000000
1670411944.732730,0.312891,0.385621,0.000000
1670411944.932409,0.311777,0.386796,0.000000
1670411945.131856,0.314373,0.386963,0.000000
1670411945.332352,0.313514,0.389170,0.000000
1670411945.531859,0.313019,0.391068,0.000000
1670411945.731911,0.317110,0.391610,0.000000
1670411945.931925,0.317976,0.391833,0.000000
1670411946.131845,0.319010,0.391825,0.000000
1670411946.331954,0.314026,0.395515,0.000000
1670411946.531916,0.314185,0.399033,0.000000
1670411946.732035,0.318101,0.399816,0.000000
1670411946.931881,0.320393,0.399998,0.000000
1670411947.131881,0.320160,0.400106,0.000000
1670411947.331910,0.320623,0.400141,0.000000
1670411947.531930,0.319686,0.400215,0.000000
1670411947.732374,0.318481,0.400250,0.000000
1670411947.931797,0.316092,0.400293,0.000000
1670411948.131841,0.315374,0.400276,0.000000
1670411948.331842,0.313843,0.400294,0.000000
1670411948.532537,0.312158,0.400301,0.000000
1670411948.731877,0.311524,0.400282,0.000000
1670411948.932327,0.310431,0.400298,0.000000
1670411949.131895,0.310990,0.400256,0.000000
1670411949.332478,0.309902,0.400286,0.000000
1670411949.531884,0.307815,0.400316,0.000000
1670411949.731904,0.306261,0.400311,0.000000
1670411949.931942,0.306274,0.400271,0.000000
1670411950.131833,0.306047,0.400253,0.000000
1670411950.331854,0.304339,0.400275,0.000000
1670411950.531863,0.303075,0.400279,0.000000
1670411950.731800,0.302734,0.400264,0.000000
1670411950.931851,0.301479,0.400276,0.000000
1670411951.131850,0.299159,0.400318,0.000000
1670411951.332445,0.298043,0.400299,0.000000
1670411951.531810,0.309924,0.425014,0.000000
1670411951.731910,0.306450,0.426207,0.000000
1670411951.931901,0.304393,0.426325,0.000000
1670411952.131808,0.303894,0.426322,0.000000
1670411952.331818,0.302667,0.434628,0.000000
1670411952.531837,0.304945,0.435195,0.000000
1670411952.731866,0.305280,0.435302,0.000000
1670411952.931903,0.306240,0.440509,0.000000
1670411953.131875,0.307937,0.442853,0.000000
1670411953.331813,0.306396,0.445162,0.000000
1670411953.531855,0.304109,0.447196,0.000000
1670411953.731845,0.301607,0.449768,0.000000
1670411953.931785,0.301694,0.451691,0.000000
1670411954.131869,0.299749,0.454289,0.000000
1670411954.331860,0.297483,0.456871,0.000000
1670411954.531862,0.296005,0.458898,0.000000
1670411954.731789,0.295225,0.461667,0.000000
1670411954.931874,0.294193,0.464083,0.000000
1670411955.131827,0.292970,0.467013,0.000000
1670411955.331833,0.293369,0.469191,0.000000
1670411955.531776,0.292516,0.471364,0.000000
1670411955.731870,0.290377,0.473314,0.000000
1670411955.931870,0.290571,0.475396,0.000000
1670411956.131941,0.288534,0.477660,0.000000
1670411956.331805,0.286630,0.480758,0.000000
1670411956.531854,0.285294,0.483087,0.000000
1670411956.731805,0.287061,0.486285,0.000000
1670411956.931856,0.285222,0.488674,0.000000
1670411957.131868,0.284301,0.491190,0.000000
1670411957.331743,0.285174,0.493104,0.000000
1670411957.532453,0.283361,0.495390,0.000000
1670411957.731801,0.284335,0.497983,0.000000
1670411957.931816,0.281452,0.500133,0.000000
1670411958.131761,0.282896,0.501924,0.000000
1670411958.331800,0.283705,0.503197,0.000000
1670411958.531768,0.284000,0.504541,0.000000
1670411958.731746,0.284793,0.505832,0.000000
1670411958.931772,0.284161,0.506889,0.000000
1670411959.131739,0.286813,0.507336,0.000000
1670411959.331858,0.285264,0.507573,0.000000
1670411959.531747,0.285662,0.507565,0.000000
1670411959.731735,0.285214,0.507611,0.000000
1670411959.931908,0.283839,0.507663,0.000000
1670411960.131804,0.282809,0.507677,0.000000
1670411960.331740,0.281700,0.507685,0.000000
1670411960.531749,0.282179,0.507655,0.000000
1670411960.731754,0.280674,0.507687,0.000000
1670411960.931809,0.280985,0.507672,0.000000
1670411961.131765,0.280663,0.507681,0.000000
1670411961.331841,0.280234,0.507713,0.000000
1670411961.531751,0.280163,0.507695,0.000000
1670411961.731789,0.278317,0.507716,0.000000
1670411961.931816,0.279044,0.507696,0.000000
1670411962.131768,0.277884,0.507716,0.000000
1670411962.331830,0.277341,0.507714,0.000000
1670411962.531718,0.276715,0.507720,0.000000
1670411962.731762,0.276228,0.507725,0.000000
1670411962.931731,0.275251,0.507733,0.000000
1670411963.131756,0.274250,0.507770,0.000000
1670411963.332235,0.274250,0.507770,0.000000
1670411963.531770,0.277537,0.521852,0.000000
1670411963.731805,0.280779,0.531105,0.000000
1670411963.931744,0.282986,0.539034,0.000000
1670411964.133427,0.286178,0.545273,0.000000
1670411964.331830,0.287879,0.550815,0.000000
1670411964.531816,0.287599,0.556479,0.000000
1670411964.731808,0.287821,0.561897,0.000000
1670411964.931791,0.291895,0.565447,0.000000
1670411965.131799,0.292850,0.568905,0.000000
1670411965.331867,0.294450,0.572527,0.000000
1670411965.531789,0.295894,0.574402,0.000000
1670411965.731797,0.297674,0.576551,0.000000
1670411965.931817,0.300488,0.579138,0.000000
1670411966.131818,0.300814,0.581397,0.000000
1670411966.331824,0.303446,0.583836,0.000000
1670411966.531896,0.304511,0.586042,0.000000
1670411966.731810,0.306001,0.588292,0.000000
1670411966.931813,0.308339,0.590059,0.000000
1670411967.131855,0.309814,0.591765,0.000000
1670411967.331817,0.308777,0.594269,0.000000
1670411967.531830,0.313469,0.596383,0.000000
1670411967.731852,0.315252,0.597909,0.000000
1670411967.931784,0.316075,0.599173,0.000000
1670411968.131890,0.318415,0.600919,0.000000
1670411968.331835,0.318963,0.603919,0.000000
1670411968.531937,0.323054,0.605470,0.000000
1670411968.731821,0.324764,0.606855,0.000000
1670411968.934669,0.327764,0.606744,0.000000
1670411969.131777,0.330331,0.606886,0.000000
1670411969.331913,0.331265,0.607522,0.000000
1670411969.531917,0.331915,0.608956,0.000000
1670411969.731939,0.332788,0.609994,0.000000
1670411969.931970,0.337912,0.610376,0.000000
1670411970.131937,0.334697,0.613008,0.000000
1670411970.331775,0.344687,0.613784,0.000000
1670411970.531792,0.349730,0.613966,0.000000
1670411970.731740,0.350558,0.614153,0.000000
1670411970.931748,0.351503,0.614204,0.000000
1670411971.131706,0.353682,0.614192,0.000000
1670411971.331754,0.355693,0.614199,0.000000
1670411971.531930,0.357950,0.614200,0.000000
1670411971.731995,0.361093,0.614172,0.000000
1670411971.931772,0.363141,0.614209,0.000000
1670411972.132089,0.364215,0.614243,0.000000
1670411972.331779,0.366980,0.614223,0.000000
1670411972.531952,0.368202,0.614245,0.000000
1670411972.731992,0.369585,0.614247,0.000000
1670411972.932196,0.371281,0.614246,0.000000
1670411973.132425,0.371281,0.614246,0.000000
1670411973.331757,0.376563,0.614223,0.000000
1670411973.532280,0.377719,0.614288,0.000000
1670411973.731934,0.380782,0.614250,0.000000
1670411973.931835,0.383473,0.614248,0.000000
1670411974.131763,0.386410,0.614232,0.000000
1670411974.331838,0.388107,0.614241,0.000000
1670411974.532049,0.388020,0.614282,0.000000
1670411974.731911,0.391261,0.614226,0.000000
1670411974.932102,0.397707,0.624702,0.000000
1670411975.131959,0.401373,0.631210,0.000000
1670411975.331891,0.403463,0.637838,0.000000
1670411975.532051,0.408270,0.642610,0.000000
1670411975.732065,0.411470,0.647160,0.000000
1670411975.931987,0.415465,0.651809,0.000000
1670411976.132312,0.418084,0.655016,0.000000
1670411976.331795,0.420463,0.657905,0.000000
1670411976.532088,0.421302,0.660520,0.000000
1670411976.732098,0.421691,0.663983,0.000000
1670411976.931849,0.426946,0.666190,0.000000
1670411977.132024,0.428987,0.668249,0.000000
1670411977.331820,0.429970,0.670669,0.000000
1670411977.531847,0.434139,0.672589,0.000000
1670411977.731881,0.434115,0.675224,0.000000
1670411977.931885,0.434664,0.677222,0.000000
1670411978.131865,0.438133,0.679545,0.000000
1670411978.331747,0.440977,0.681880,0.000000
1670411978.532083,0.444320,0.684032,0.000000
1670411978.732009,0.445226,0.685991,0.000000
1670411978.932847,0.448712,0.687622,0.000000
1670411979.131752,0.451776,0.689035,0.000000
1670411979.332953,0.454148,0.690571,0.000000
1670411979.532007,0.456047,0.692066,0.000000
1670411979.731850,0.459103,0.692451,0.000000
1670411979.931859,0.463639,0.692723,0.000000
1670411980.131960,0.459946,0.693784,0.000000
1670411980.331793,0.461795,0.694532,0.000000
1670411980.531854,0.467337,0.696723,0.000000
1670411980.732881,0.464482,0.699243,0.000000
1670411980.931989,0.470760,0.699705,0.000000
1670411981.131888,0.473434,0.699833,0.000000
1670411981.331762,0.474937,0.699882,0.000000
1670411981.532000,0.474937,0.699882,0.000000
1670411981.731821,0.474691,0.699978,0.000000
1670411981.931885,0.476193,0.699952,0.000000
1670411982.131961,0.481349,0.699913,0.000000
1670411982.332005,0.481051,0.699906,0.000000
1670411982.532075,0.480105,0.699910,0.000000
1670411982.732027,0.481020,0.699891,0.000000
1670411982.932223,0.479927,0.699939,0.000000
1670411983.132591,0.480875,0.699926,0.000000
1670411983.331969,0.480257,0.699943,0.000000
1670411983.532913,0.481998,0.699919,0.000000
