__time,/RMSE/data
1669053246.696211,0.142431
1669053246.896170,0.142431
1669053247.096171,0.142431
1669053247.296226,0.142431
1669053247.496236,0.143691
1669053247.696240,0.144434
1669053247.896178,0.144434
1669053248.096222,0.144434
1669053248.296246,0.144434
1669053248.496215,0.146558
1669053248.696450,0.146010
1669053248.896348,0.146010
1669053249.096360,0.146010
1669053249.296212,0.146010
1669053249.496287,0.156698
1669053249.696168,0.156698
1669053249.896168,0.156698
1669053250.096172,0.156698
1669053250.296181,0.156698
1669053250.496205,0.156698
1669053250.696212,0.157126
1669053250.896153,0.157126
1669053251.096176,0.162507
1669053251.296204,0.165568
1669053251.496279,0.165568
1669053251.696204,0.163350
1669053251.896228,0.163350
1669053252.096205,0.165401
1669053252.296236,0.165401
1669053252.496304,0.165401
1669053252.696235,0.165401
1669053252.896286,0.165401
1669053253.096424,0.165401
1669053253.296304,0.165401
1669053253.496259,0.165401
1669053253.696204,0.167785
1669053253.896267,0.171502
1669053254.096202,0.171502
1669053254.296218,0.173760
1669053254.496177,0.173760
1669053254.696203,0.173695
1669053254.896200,0.174537
1669053255.096188,0.174537
1669053255.296174,0.174537
1669053255.496249,0.174537
1669053255.696205,0.174297
1669053255.896286,0.174297
1669053256.096264,0.175017
1669053256.296232,0.176973
1669053256.496524,0.177056
1669053256.696509,0.177575
1669053256.896249,0.178925
1669053257.096208,0.180830
1669053257.296244,0.181031
1669053257.496237,0.179623
1669053257.696194,0.180746
1669053257.896228,0.179210
1669053258.096161,0.179210
1669053258.296219,0.179210
1669053258.496154,0.179210
1669053258.696186,0.179210
1669053258.896189,0.179330
1669053259.096287,0.179330
1669053259.296259,0.179881
1669053259.496207,0.181196
1669053259.696210,0.181196
1669053259.896259,0.180503
1669053260.096204,0.180503
1669053260.296488,0.180503
1669053260.496411,0.177805
1669053260.696383,0.177805
1669053260.896246,0.177805
1669053261.096238,0.178806
1669053261.296232,0.178806
1669053261.496248,0.178806
1669053261.696172,0.177072
1669053261.896234,0.177072
1669053262.096293,0.177768
1669053262.296297,0.176727
1669053262.496204,0.173158
1669053262.696213,0.174167
1669053262.896226,0.178257
1669053263.096228,0.178257
1669053263.296221,0.178257
1669053263.496227,0.178257
1669053263.696300,0.171731
1669053263.896250,0.171731
1669053264.096214,0.171731
1669053264.296217,0.171731
1669053264.496427,0.168547
1669053264.696487,0.168547
1669053264.896339,0.168547
1669053265.096281,0.168547
1669053265.296273,0.164661
1669053265.496188,0.166592
1669053265.696254,0.166592
1669053265.896203,0.166592
1669053266.096174,0.166592
1669053266.296167,0.166488
1669053266.496166,0.163118
1669053266.696175,0.163118
1669053266.896209,0.158709
1669053267.096196,0.161378
1669053267.296227,0.161378
1669053267.496165,0.161378
1669053267.696258,0.161378
1669053267.896613,0.161378
1669053268.096161,0.155339
1669053268.296236,0.155339
1669053268.496257,0.153497
1669053268.696489,0.153497
1669053268.896366,0.154162
1669053269.096551,0.151746
1669053269.296404,0.150872
1669053269.496289,0.150872
1669053269.696175,0.150872
1669053269.896213,0.152793
1669053270.096203,0.147393
1669053270.296199,0.147393
1669053270.496192,0.145682
1669053270.696186,0.145290
1669053270.896167,0.145290
1669053271.096167,0.145290
1669053271.296190,0.145290
1669053271.496258,0.142884
1669053271.696167,0.142884
1669053271.896235,0.142884
1669053272.096239,0.141279
1669053272.296180,0.141279
1669053272.496239,0.141279
1669053272.696565,0.141279
1669053272.896268,0.135350
1669053273.096441,0.135350
1669053273.296257,0.135350
1669053273.496252,0.135350
1669053273.696194,0.130631
1669053273.896181,0.130631
1669053274.096219,0.132877
1669053274.296254,0.128827
1669053274.496212,0.128827
1669053274.696182,0.128827
1669053274.896163,0.128827
1669053275.096197,0.128827
1669053275.296204,0.123561
1669053275.496258,0.122126
1669053275.696255,0.122126
1669053275.896209,0.123648
1669053276.096165,0.123648
1669053276.296228,0.122581
1669053276.496242,0.120683
1669053276.696329,0.120683
1669053276.896304,0.120683
1669053277.096434,0.120683
1669053277.296409,0.120683
1669053277.496340,0.120683
1669053277.696176,0.120683
1669053277.896259,0.118273
1669053278.096220,0.117554
1669053278.296252,0.117554
1669053278.496273,0.113082
1669053278.696213,0.113082
1669053278.896176,0.113082
1669053279.096196,0.116076
1669053279.296199,0.111997
1669053279.496158,0.111997
1669053279.696240,0.110947
1669053279.896165,0.113110
1669053280.096151,0.112019
1669053280.296239,0.109240
1669053280.496206,0.109609
1669053280.696489,0.109609
1669053280.896466,0.109609
1669053281.096309,0.109609
1669053281.296200,0.109609
1669053281.496181,0.109855
1669053281.696192,0.109855
1669053281.896218,0.109855
1669053282.096203,0.109855
1669053282.296185,0.114465
1669053282.496166,0.114465
1669053282.696196,0.113943
1669053282.896175,0.109822
1669053283.096192,0.109822
1669053283.296204,0.109822
1669053283.496188,0.109822
1669053283.696263,0.112702
1669053283.896168,0.112702
1669053284.096224,0.113760
1669053284.296230,0.117415
1669053284.496490,0.117415
1669053284.696398,0.116246
1669053284.896445,0.116246
1669053285.096223,0.119420
1669053285.296289,0.119087
1669053285.496189,0.119087
1669053285.696175,0.119087
1669053285.896180,0.119087
1669053286.096185,0.122592
1669053286.296194,0.122592
1669053286.496175,0.124312
1669053286.696207,0.123630
1669053286.896210,0.123391
1669053287.096189,0.123391
1669053287.296191,0.127707
1669053287.496222,0.129478
1669053287.696244,0.130020
1669053287.896291,0.130020
1669053288.096194,0.131036
1669053288.296362,0.131036
1669053288.496474,0.134271
1669053288.696351,0.134271
1669053288.896336,0.134271
1669053289.096185,0.134271
1669053289.296228,0.140296
1669053289.496218,0.140932
1669053289.696230,0.137513
1669053289.896173,0.144928
1669053290.096195,0.144771
1669053290.296210,0.144126
1669053290.496210,0.144126
1669053290.696158,0.144126
1669053290.896226,0.148182
1669053291.096236,0.148182
1669053291.296313,0.148182
1669053291.496302,0.148182
1669053291.696295,0.151894
1669053291.896339,0.151894
1669053292.096427,0.155011
1669053292.296259,0.155011
1669053292.496367,0.155011
1669053292.696240,0.155770
1669053292.896226,0.155770
1669053293.096220,0.155770
1669053293.296247,0.158439
1669053293.496213,0.158439
1669053293.696235,0.160258
1669053293.896199,0.160258
1669053294.097286,0.165529
1669053294.296167,0.165529
1669053294.496188,0.164485
1669053294.696202,0.164485
1669053294.896226,0.165165
1669053295.096236,0.165165
1669053295.296184,0.165165
1669053295.496213,0.173106
1669053295.696177,0.169936
1669053295.896265,0.172436
1669053296.096401,0.174272
1669053296.296393,0.174272
1669053296.496303,0.174272
1669053296.696204,0.174272
1669053296.896171,0.174272
1669053297.096210,0.174272
1669053297.296188,0.174272
1669053297.496163,0.174272
1669053297.696186,0.175185
1669053297.896229,0.175185
1669053298.096246,0.175185
1669053298.296216,0.175185
1669053298.496215,0.182188
1669053298.696276,0.181092
1669053298.896218,0.182137
1669053299.096210,0.183976
1669053299.296197,0.186009
1669053299.496224,0.183440
1669053299.696251,0.186745
1669053299.896187,0.184569
1669053300.096358,0.184569
1669053300.296456,0.184569
1669053300.496420,0.185178
1669053300.696308,0.185178
1669053300.896188,0.184941
1669053301.096192,0.186653
1669053301.296243,0.188527
1669053301.496171,0.189896
1669053301.696193,0.189420
1669053301.896174,0.190982
1669053302.096182,0.187862
1669053302.296176,0.190912
1669053302.496201,0.190912
1669053302.696379,0.189453
1669053302.896317,0.189511
1669053303.096259,0.190665
1669053303.296247,0.191464
1669053303.496259,0.189958
1669053303.696215,0.189338
1669053303.896199,0.189338
1669053304.096416,0.189338
1669053304.296418,0.189338
1669053304.496407,0.189458
1669053304.696235,0.189458
1669053304.896252,0.189767
1669053305.096207,0.193388
1669053305.296217,0.187734
1669053305.496166,0.190298
1669053305.696168,0.190298
1669053305.896180,0.189653
1669053306.096207,0.190535
1669053306.296200,0.187335
1669053306.496285,0.190287
1669053306.696177,0.186706
1669053306.896167,0.191219
1669053307.096193,0.191219
1669053307.296179,0.186659
1669053307.496243,0.186659
