__time,/RMSE/data,/RMSE/data.0,/RMSE/data.1,/RMSE/layout/data_offset
1669055399.399023,,0.118701,0.041633,0.000000
1669055399.598985,,0.118701,0.041633,0.000000
1669055399.798965,,0.118701,0.041633,0.000000
1669055399.999025,,0.118617,0.041483,0.000000
1669055400.198998,,0.118617,0.041483,0.000000
1669055400.398998,,0.118273,0.041562,0.000000
1669055400.599025,,0.115994,0.042080,0.000000
1669055400.799008,,0.115994,0.042080,0.000000
1669055400.998991,,0.115926,0.042108,0.000000
1669055401.199026,,0.116851,0.042043,0.000000
1669055401.399222,,0.116851,0.042043,0.000000
1669055401.599370,,0.116851,0.042043,0.000000
1669055401.799161,,0.120257,0.042481,0.000000
1669055401.999076,,0.120257,0.042481,0.000000
1669055402.199022,,0.113375,0.041450,0.000000
1669055402.399037,,0.114383,0.038097,0.000000
1669055402.599034,,0.110572,0.036708,0.000000
1669055402.799031,,0.110692,0.036540,0.000000
1669055402.999009,,0.110030,0.036004,0.000000
1669055403.198996,,0.109818,0.036099,0.000000
1669055403.398990,,0.109467,0.036021,0.000000
1669055403.598998,,0.109282,0.036034,0.000000
1669055403.799005,,0.110023,0.036114,0.000000
1669055403.999019,,0.107631,0.036411,0.000000
1669055404.199044,,0.108064,0.036441,0.000000
1669055404.399018,,0.108064,0.036441,0.000000
1669055404.600058,,0.108064,0.036441,0.000000
1669055404.799004,,0.103186,0.036020,0.000000
1669055404.999003,,0.103186,0.036020,0.000000
1669055405.199007,,0.100697,0.036350,0.000000
1669055405.399225,,0.100124,0.034912,0.000000
1669055405.599284,,0.100124,0.034912,0.000000
1669055405.799096,,0.100124,0.034912,0.000000
1669055405.999015,,0.100124,0.034912,0.000000
1669055406.199031,,0.099111,0.035013,0.000000
1669055406.398995,,0.099111,0.035013,0.000000
1669055406.599007,,0.099111,0.035013,0.000000
1669055406.799031,,0.097774,0.034974,0.000000
1669055406.999028,,0.097650,0.034793,0.000000
1669055407.199040,,0.097650,0.034793,0.000000
1669055407.399004,,0.097650,0.034793,0.000000
1669055407.599089,,0.094947,0.037268,0.000000
1669055407.799014,,0.094947,0.037268,0.000000
1669055407.999006,,0.094947,0.037268,0.000000
1669055408.199013,,0.090891,0.037970,0.000000
1669055408.399004,,0.091234,0.037121,0.000000
1669055408.599069,,0.088720,0.037867,0.000000
1669055408.798983,,0.089601,0.037562,0.000000
1669055408.998991,,0.089601,0.037562,0.000000
1669055409.198987,,0.081683,0.037292,0.000000
1669055409.399074,,0.080520,0.036881,0.000000
1669055409.599077,,0.082438,0.037545,0.000000
1669055409.799266,,0.082438,0.037545,0.000000
1669055409.999182,,0.076095,0.037172,0.000000
1669055410.199106,,0.076095,0.037172,0.000000
1669055410.399098,,0.076095,0.037172,0.000000
1669055410.599766,,0.076095,0.037172,0.000000
1669055410.799093,,0.076095,0.037172,0.000000
1669055410.999090,,0.077292,0.037169,0.000000
1669055411.199017,,0.080677,0.037900,0.000000
1669055411.399009,,0.076678,0.038268,0.000000
1669055411.599018,,0.073741,0.039006,0.000000
1669055411.799013,,0.070896,0.038632,0.000000
1669055411.999034,,0.070896,0.038632,0.000000
1669055412.199942,,0.068448,0.037679,0.000000
1669055412.399117,,0.068448,0.037679,0.000000
1669055412.599036,,0.066516,0.037668,0.000000
1669055412.799038,,0.067122,0.036945,0.000000
1669055412.998989,,0.065944,0.036916,0.000000
1669055413.199022,,0.062321,0.037006,0.000000
1669055413.399109,,0.059192,0.035844,0.000000
1669055413.599135,,0.059192,0.035844,0.000000
1669055413.799288,,0.055780,0.035374,0.000000
1669055413.999168,,0.055780,0.035374,0.000000
1669055414.199053,,0.055356,0.036204,0.000000
1669055414.399072,,0.055356,0.036204,0.000000
1669055414.599016,,0.054094,0.036373,0.000000
1669055414.799022,,0.054094,0.036373,0.000000
1669055414.999023,,0.051380,0.037241,0.000000
1669055415.198998,,0.051380,0.037241,0.000000
1669055415.398990,,0.050141,0.037240,0.000000
1669055415.599002,,0.050141,0.037240,0.000000
1669055415.799006,,0.050141,0.037240,0.000000
1669055415.999019,,0.040184,0.038779,0.000000
1669055416.199003,,0.040498,0.038247,0.000000
1669055416.399018,,0.041408,0.038129,0.000000
1669055416.599018,,0.035269,0.038464,0.000000
1669055416.799029,,0.034952,0.038483,0.000000
1669055416.998980,,0.034761,0.041532,0.000000
1669055417.198986,,0.034366,0.041214,0.000000
1669055417.399010,,0.028336,0.041441,0.000000
1669055417.599232,,0.030137,0.043225,0.000000
1669055417.799233,,0.033224,0.044385,0.000000
1669055417.999185,,0.033224,0.044385,0.000000
1669055418.199287,,0.032685,0.044539,0.000000
1669055418.399114,,0.032685,0.044539,0.000000
1669055418.599058,,0.032685,0.044539,0.000000
1669055418.799055,,0.032685,0.044539,0.000000
1669055418.999004,,0.024158,0.045046,0.000000
1669055419.199031,,0.023216,0.045468,0.000000
1669055419.398991,,0.023216,0.045468,0.000000
1669055419.599017,,0.023216,0.045468,0.000000
1669055419.799312,,0.023242,0.044457,0.000000
1669055419.999093,,0.019297,0.045108,0.000000
1669055420.198999,,0.018331,0.045234,0.000000
1669055420.399018,,0.018331,0.045234,0.000000
1669055420.599038,,0.018331,0.045234,0.000000
1669055420.798997,,0.018331,0.045234,0.000000
1669055420.999867,,0.018331,0.045234,0.000000
1669055421.198998,,0.020662,0.044191,0.000000
1669055421.398995,,0.018631,0.046370,0.000000
1669055421.599305,,0.018631,0.046370,0.000000
1669055421.799245,,0.016433,0.047657,0.000000
1669055421.999202,,0.016433,0.047657,0.000000
1669055422.199069,,0.016476,0.047372,0.000000
1669055422.399012,,0.019209,0.045385,0.000000
1669055422.599022,,0.020088,0.047633,0.000000
1669055422.799044,,0.020774,0.043999,0.000000
1669055422.999042,,0.020774,0.043999,0.000000
1669055423.199019,,0.020141,0.045042,0.000000
1669055423.399008,,0.024204,0.046620,0.000000
1669055423.599000,,0.023606,0.045633,0.000000
1669055423.799003,,0.025536,0.046465,0.000000
1669055423.999059,,0.025547,0.046855,0.000000
1669055424.198989,,0.028407,0.046437,0.000000
1669055424.398994,,0.031525,0.046595,0.000000
1669055424.599017,,0.031525,0.046595,0.000000
1669055424.799134,,0.033439,0.046471,0.000000
1669055424.999012,,0.033439,0.046471,0.000000
1669055425.199008,,0.035698,0.048084,0.000000
1669055425.399042,,0.035698,0.048084,0.000000
1669055425.599017,,0.035698,0.048084,0.000000
1669055425.799040,,0.035698,0.048084,0.000000
1669055425.998995,,0.041410,0.047913,0.000000
1669055426.198990,,0.041410,0.047913,0.000000
1669055426.399306,,0.041410,0.047913,0.000000
1669055426.599240,,0.041410,0.047913,0.000000
1669055426.799163,,0.041410,0.047913,0.000000
1669055426.999133,,0.048417,0.045301,0.000000
1669055427.199046,,0.048417,0.045301,0.000000
1669055427.399086,,0.048417,0.045301,0.000000
1669055427.599068,,0.053325,0.045375,0.000000
1669055427.799081,,0.053325,0.045375,0.000000
1669055427.999024,,0.053325,0.045375,0.000000
1669055428.199025,,0.053325,0.045375,0.000000
1669055428.399029,,0.053325,0.045375,0.000000
1669055428.599102,,0.060281,0.047200,0.000000
1669055428.799006,,0.060281,0.047200,0.000000
1669055428.998992,,0.060281,0.047200,0.000000
1669055429.198986,,0.060281,0.047200,0.000000
1669055429.398988,,0.060281,0.047200,0.000000
1669055429.599036,,0.060281,0.047200,0.000000
1669055429.798986,,0.067503,0.047576,0.000000
1669055429.998999,,0.067503,0.047576,0.000000
1669055430.199007,,0.067503,0.047576,0.000000
1669055430.399152,,0.071394,0.049843,0.000000
1669055430.599256,,0.073597,0.052746,0.000000
1669055430.799204,,0.073597,0.052746,0.000000
1669055430.999119,,0.077307,0.050139,0.000000
1669055431.199166,,0.077307,0.050139,0.000000
1669055431.399000,,0.078393,0.048747,0.000000
1669055431.599064,,0.078785,0.049107,0.000000
1669055431.799615,,0.080902,0.049498,0.000000
1669055431.999022,,0.083542,0.047874,0.000000
1669055432.199011,,0.083542,0.047874,0.000000
1669055432.399047,,0.083542,0.047874,0.000000
1669055432.599034,,0.087432,0.047389,0.000000
1669055432.799066,,0.087432,0.047389,0.000000
1669055432.998986,,0.085427,0.047693,0.000000
1669055433.199002,,0.085427,0.047693,0.000000
1669055433.399013,,0.085427,0.047693,0.000000
1669055433.598965,,0.090991,0.046845,0.000000
1669055433.799073,,0.094925,0.048685,0.000000
1669055433.998947,,0.094131,0.049499,0.000000
1669055434.198992,,0.096735,0.050331,0.000000
1669055434.399191,,0.096735,0.050331,0.000000
1669055434.599145,,0.098172,0.051408,0.000000
1669055434.799107,,0.101681,0.051355,0.000000
1669055434.999292,,0.103632,0.051935,0.000000
1669055435.199060,,0.106724,0.051278,0.000000
1669055435.399087,,0.100536,0.050547,0.000000
1669055435.598989,,0.104179,0.049962,0.000000
1669055435.799000,,0.103918,0.050273,0.000000
1669055435.999049,,0.103237,0.050067,0.000000
1669055436.198987,,0.103237,0.050067,0.000000
1669055436.399096,,0.105445,0.049679,0.000000
1669055436.599026,,0.105445,0.049679,0.000000
1669055436.799105,,0.106173,0.049497,0.000000
1669055436.999016,,0.109204,0.049731,0.000000
1669055437.198993,,0.109204,0.049731,0.000000
1669055437.399073,,0.111654,0.049949,0.000000
1669055437.599036,,0.107465,0.051048,0.000000
1669055437.799013,,0.107465,0.051048,0.000000
1669055437.998984,,0.107465,0.051048,0.000000
1669055438.198926,,0.113125,0.051581,0.000000
1669055438.398950,,0.114162,0.051707,0.000000
1669055438.598922,,0.117524,0.051376,0.000000
1669055438.799170,,0.117533,0.051184,0.000000
1669055438.999187,,0.117533,0.051184,0.000000
1669055439.199050,,0.117533,0.051184,0.000000
1669055439.399039,,0.117533,0.051184,0.000000
1669055439.599098,,0.117533,0.051184,0.000000
1669055439.799001,,0.119225,0.051199,0.000000
1669055439.998994,,0.119225,0.051199,0.000000
1669055440.199035,,0.117617,0.053352,0.000000
1669055440.399006,,0.117242,0.053542,0.000000
1669055440.599001,,0.117242,0.053542,0.000000
1669055440.798998,,0.117242,0.053542,0.000000
1669055440.999007,,0.122227,0.053720,0.000000
1669055441.198920,,0.124797,0.050943,0.000000
1669055441.398992,,0.124797,0.050943,0.000000
1669055441.598929,,0.123254,0.050330,0.000000
1669055441.798954,,0.123254,0.050330,0.000000
1669055441.998999,,0.123254,0.050330,0.000000
1669055442.198980,,0.122027,0.050269,0.000000
1669055442.398998,,0.122027,0.050269,0.000000
1669055442.599168,,0.122027,0.050269,0.000000
1669055442.799179,,0.122027,0.050269,0.000000
1669055442.999169,,0.122027,0.050269,0.000000
1669055443.199099,,0.122027,0.050269,0.000000
1669055443.399043,,0.122027,0.050269,0.000000
1669055443.598982,,0.122027,0.050269,0.000000
1669055443.799011,,0.119580,0.050771,0.000000
1669055443.998980,,0.122260,0.049062,0.000000
1669055444.198983,,0.122260,0.049062,0.000000
1669055444.398952,,0.123418,0.048887,0.000000
1669055444.599054,,0.123418,0.048887,0.000000
1669055444.798897,,0.127245,0.047673,0.000000
1669055444.998945,,0.126569,0.048087,0.000000
1669055445.198966,,0.120614,0.049035,0.000000
1669055445.398995,,0.120614,0.049035,0.000000
1669055445.598909,,0.120891,0.047334,0.000000
1669055445.798975,,0.120891,0.047334,0.000000
1669055445.998907,,0.119756,0.047337,0.000000
1669055446.199023,,0.119756,0.047337,0.000000
1669055446.398973,,0.119756,0.047337,0.000000
1669055446.599246,,0.119756,0.047337,0.000000
1669055446.798994,,0.119805,0.047416,0.000000
1669055446.999183,,0.120019,0.046963,0.000000
1669055447.198967,,0.119809,0.051022,0.000000
1669055447.398941,,0.121006,0.051535,0.000000
1669055447.598998,,0.119704,0.051473,0.000000
1669055447.799009,,0.119704,0.051473,0.000000
1669055447.998974,,0.117895,0.051647,0.000000
1669055448.198987,,0.117895,0.051647,0.000000
1669055448.398977,,0.117895,0.051647,0.000000
1669055448.598934,,0.115275,0.051174,0.000000
1669055448.798894,,0.110848,0.052114,0.000000
1669055448.998959,,0.110848,0.052114,0.000000
1669055449.198905,,0.113998,0.051005,0.000000
1669055449.398984,,0.113998,0.051005,0.000000
1669055449.598982,,0.113998,0.051005,0.000000
1669055449.799213,,0.113998,0.051005,0.000000
1669055449.998986,,0.113998,0.051005,0.000000
1669055450.199126,,0.113998,0.051005,0.000000
1669055450.398970,,0.110211,0.052714,0.000000
1669055450.599006,,0.110211,0.052714,0.000000
1669055450.799067,,0.110211,0.052714,0.000000
1669055450.998984,,0.112429,0.049381,0.000000
1669055451.199011,,0.112429,0.049381,0.000000
1669055451.398924,,0.107408,0.051836,0.000000
1669055451.598974,,0.107408,0.051836,0.000000
1669055451.799017,,0.107408,0.051836,0.000000
1669055451.998999,,0.107408,0.051836,0.000000
1669055452.198962,,0.107408,0.051836,0.000000
1669055452.398909,,0.106478,0.050956,0.000000
1669055452.599035,,0.106478,0.050956,0.000000
1669055452.798978,,0.106478,0.050956,0.000000
1669055452.999019,,0.106478,0.050956,0.000000
1669055453.198902,,0.099836,0.051109,0.000000
1669055453.398999,,0.099836,0.051109,0.000000
1669055453.598965,,0.096288,0.050732,0.000000
1669055453.798939,,0.093612,0.051437,0.000000
1669055453.999141,,0.093612,0.051437,0.000000
1669055454.199456,,0.090115,0.051086,0.000000
1669055454.398961,,0.092372,0.050599,0.000000
1669055454.599000,,0.088805,0.051731,0.000000
1669055454.798937,,0.090751,0.051390,0.000000
1669055454.998950,,0.095604,0.051793,0.000000
1669055455.198922,,0.092111,0.052257,0.000000
1669055455.399034,,0.092620,0.052440,0.000000
1669055455.598992,,0.092620,0.052440,0.000000
1669055455.798999,,0.092620,0.052440,0.000000
1669055455.998988,,0.092620,0.052440,0.000000
1669055456.198967,,0.092620,0.052440,0.000000
1669055456.398889,,0.081627,0.052964,0.000000
1669055456.598979,,0.081627,0.052964,0.000000
1669055456.798881,,0.077099,0.055276,0.000000
1669055456.998883,,0.078653,0.055252,0.000000
1669055457.198965,,0.078653,0.055252,0.000000
1669055457.398988,,0.078653,0.055252,0.000000
1669055457.599493,,0.074215,0.055922,0.000000
1669055457.798854,,0.074697,0.056325,0.000000
1669055457.999122,,0.071817,0.057195,0.000000
1669055458.199714,,0.071295,0.057191,0.000000
1669055458.399398,,0.068971,0.057683,0.000000
1669055458.598990,,0.068971,0.057683,0.000000
1669055458.799270,,0.065853,0.057594,0.000000
1669055458.999029,,0.065853,0.057594,0.000000
1669055459.198916,,0.057180,0.055614,0.000000
1669055459.398911,,0.057418,0.056207,0.000000
1669055459.598873,,0.056806,0.055605,0.000000
1669055459.798970,,0.056806,0.055605,0.000000
1669055459.998990,,0.056806,0.055605,0.000000
1669055460.198879,,0.054967,0.055433,0.000000
1669055460.399039,,0.054967,0.055433,0.000000
1669055460.598983,,0.049524,0.054765,0.000000
1669055460.798892,,0.051478,0.053389,0.000000
1669055460.998888,,0.048860,0.053374,0.000000
1669055461.199001,,0.048860,0.053374,0.000000
1669055461.399112,,0.048860,0.053374,0.000000
1669055461.599784,,0.045378,0.056041,0.000000
1669055461.799222,,0.045378,0.056041,0.000000
1669055461.999203,,0.045378,0.056041,0.000000
1669055462.199059,,0.042913,0.057222,0.000000
1669055462.398984,,0.042913,0.057222,0.000000
1669055462.599037,,0.040330,0.057081,0.000000
1669055462.799006,,0.040330,0.057081,0.000000
1669055462.999016,,0.040330,0.057081,0.000000
1669055463.198994,,0.040155,0.057738,0.000000
1669055463.399003,,0.040155,0.057738,0.000000
1669055463.598971,,0.040155,0.057738,0.000000
1669055463.799025,,0.040252,0.057965,0.000000
1669055463.998955,,0.040252,0.057965,0.000000
1669055464.199133,,0.040252,0.057965,0.000000
1669055464.399086,,0.032453,0.059947,0.000000
1669055464.599032,,0.032453,0.059947,0.000000
1669055464.799119,,0.032453,0.059947,0.000000
1669055464.998981,,0.027550,0.060778,0.000000
1669055465.199055,,0.027550,0.060778,0.000000
1669055465.399171,,0.025153,0.059963,0.000000
1669055465.599158,,0.025153,0.059963,0.000000
1669055465.799071,,0.024333,0.060282,0.000000
1669055465.999103,,0.023980,0.060154,0.000000
1669055466.199099,,0.023980,0.060154,0.000000
1669055466.399033,,0.023980,0.060154,0.000000
1669055466.599092,,0.023980,0.060154,0.000000
1669055466.799001,,0.023980,0.060154,0.000000
1669055466.998996,,0.028130,0.060551,0.000000
1669055467.199088,,0.028130,0.060551,0.000000
1669055467.399107,,0.027191,0.062913,0.000000
1669055467.599083,,0.022261,0.064265,0.000000
1669055467.799029,,0.022261,0.064265,0.000000
1669055467.998997,,0.022261,0.064265,0.000000
1669055468.198993,,0.024794,0.062842,0.000000
1669055468.399106,,0.027668,0.061178,0.000000
1669055468.599070,,0.025663,0.060310,0.000000
1669055468.799056,,0.035193,0.060349,0.000000
1669055468.999279,,0.035193,0.060349,0.000000
1669055469.199366,,0.035193,0.060349,0.000000
1669055469.399289,,0.035193,0.060349,0.000000
1669055469.599076,,0.035193,0.060349,0.000000
1669055469.799097,,0.035193,0.060349,0.000000
1669055469.999057,,0.035193,0.060349,0.000000
1669055470.199510,,0.036394,0.061682,0.000000
1669055470.399304,,0.038325,0.061658,0.000000
1669055470.599087,,0.038325,0.061658,0.000000
1669055470.799109,,0.042501,0.061333,0.000000
1669055470.999062,,0.042336,0.061420,0.000000
1669055471.199056,,0.048430,0.060197,0.000000
1669055471.399079,,0.048430,0.060197,0.000000
1669055471.599010,,0.048430,0.060197,0.000000
1669055471.799000,,0.052814,0.061830,0.000000
1669055471.999004,,0.052814,0.061830,0.000000
1669055472.199067,,0.052814,0.061830,0.000000
1669055472.399074,,0.052814,0.061830,0.000000
1669055472.599245,,0.052814,0.061830,0.000000
1669055472.799326,,0.055405,0.063041,0.000000
1669055472.999287,,0.055405,0.063041,0.000000
1669055473.199099,,0.055405,0.063041,0.000000
1669055473.399121,,0.057890,0.062810,0.000000
1669055473.599046,,0.057890,0.062810,0.000000
1669055473.799085,,0.063752,0.060630,0.000000
1669055473.999080,,0.066638,0.060381,0.000000
1669055474.199087,,0.065915,0.061646,0.000000
1669055474.399099,,0.065915,0.061646,0.000000
1669055474.599037,,0.065915,0.061646,0.000000
